name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Kampala,2021-11-28T23:00:00,22,22,20,88.44,0,0,,,,,0,0,1016,27.4,10,0,0,0,,Partially cloudy,partly-cloudy-night,"63705099999,HUEN"
Kampala,2021-11-29T00:00:00,21.7,21.7,17.6,77.52,0,0,,,,,11.2,217.2,,19.4,,0,0,0,,Clear,clear-night,remote
Kampala,2021-11-29T01:00:00,21,21,19,88.35,0,0,,,,,0,0,1015,27.4,10,0,0,0,,Partially cloudy,partly-cloudy-night,"63705099999,HUEN"
Kampala,2021-11-29T02:00:00,21,21,18,82.99,0,0,,,,,0,0,1014,27.4,10,0,0,0,,Partially cloudy,partly-cloudy-night,"63705099999,HUEN"
Kampala,2021-11-29T03:00:00,21,21,18,82.99,0,0,,,,,14.8,180,1015,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"63705099999,HUEN"
Kampala,2021-11-29T04:00:00,21,21,18,82.99,0,0,,,,46.4,27.7,160,1015,89,10,0,0,0,,Partially cloudy,partly-cloudy-night,"63705099999,HUEN"
Kampala,2021-11-29T05:00:00,21,21,19,88.35,0,0,,,,,7.6,180,1015,89,10,0,0,0,,Partially cloudy,partly-cloudy-night,"63705099999,HUEN"
Kampala,2021-11-29T06:00:00,21,21,18,83,0,0,,,,,3.6,180,1016,89,10,0.8,0,0,,Partially cloudy,partly-cloudy-night,"63705099999,HUEN"
Kampala,2021-11-29T07:00:00,21,21,19,88.35,0,0,,,,,3.6,200,1017,89,10,79.4,0.3,1,,Partially cloudy,partly-cloudy-day,"63705099999,HUEN"
Kampala,2021-11-29T08:00:00,22,22,19,83.11,0,0,,,,,3.6,250,1017,27.4,10,254.1,0.9,3,,Partially cloudy,partly-cloudy-day,"63705099999,HUEN"
Kampala,2021-11-29T09:00:00,23,23,19.3,79.68,0.3,100,rain,,,,9.7,150,,38.5,,434,1.6,4,,"Rain, Partially cloudy",rain,remote
Kampala,2021-11-29T10:00:00,23,23,20,83.22,0,0,,,,,13,220,1018,27.4,10,572.5,2.1,6,,Partially cloudy,partly-cloudy-day,"63705099999,HUEN"
Kampala,2021-11-29T11:00:00,24,24,19,73.63,0,0,,,,,0,0,1017,27.4,10,687.3,2.5,7,,Partially cloudy,partly-cloudy-day,"63705099999,HUEN"
Kampala,2021-11-29T12:00:00,26,26,20,69.55,0,0,,,,,11.2,170,1017,27.4,10,732,2.6,7,,Partially cloudy,partly-cloudy-day,"63705099999,HUEN"
Kampala,2021-11-29T13:00:00,26,26,21,73.97,0,0,,,,,9.4,110,1016,27.4,10,697.3,2.5,7,,Partially cloudy,partly-cloudy-day,"63705099999,HUEN"
Kampala,2021-11-29T14:00:00,26,26,21,73.97,0,0,,,,,18.4,160,1015,27.4,10,611,2.2,6,,Partially cloudy,partly-cloudy-day,"63705099999,HUEN"
Kampala,2021-11-29T15:00:00,26,26,21,73.97,0,0,,,,,27.7,180,1014,27.4,10,547.3,2,5,,Partially cloudy,partly-cloudy-day,"63705099999,HUEN"
Kampala,2021-11-29T16:00:00,25,25,19,69.36,0,0,,,,,16.6,170,1013,27.4,10,428.8,1.5,4,,Partially cloudy,partly-cloudy-day,"63705099999,HUEN"
Kampala,2021-11-29T17:00:00,25,25,19,69.36,0,0,,,,,11.2,180,1013,27.4,10,227.9,0.8,2,,Partially cloudy,partly-cloudy-day,"63705099999,HUEN"
Kampala,2021-11-29T18:00:00,24.8,24.8,19.9,74.21,0,0,,,,,7.6,160,1013,41.9,10,50.6,0.2,1,,Partially cloudy,partly-cloudy-day,"63705099999,HUEN"
Kampala,2021-11-29T19:00:00,24,24,20,78.35,0,0,,,,,5.4,160,1014,27.4,10,0,0,0,,Partially cloudy,partly-cloudy-night,"63705099999,HUEN"
Kampala,2021-11-29T20:00:00,23,23,19,78.21,0,0,,,,,5.4,160,1014,27.4,10,0,0,0,,Partially cloudy,partly-cloudy-night,"63705099999,HUEN"
Kampala,2021-11-29T21:00:00,23,23,18.8,77.04,0,0,,,,,0,0,1015,27.4,10,0,0,0,,Partially cloudy,partly-cloudy-night,"63705099999,HUEN"
Kampala,2021-11-29T22:00:00,22.5,22.5,18.1,76.19,0.2,100,rain,,,,6.1,234.8,,67.2,,0,0,0,,"Rain, Partially cloudy",rain,remote
Kampala,2021-11-29T23:00:00,23,23,20,83.22,0,0,,,,,0,0,1016,27.4,10,0,0,0,,Partially cloudy,partly-cloudy-night,"63705099999,HUEN"
Kampala,2021-11-30T00:00:00,21.3,21.3,20,92.18,0,0,,,,,3.6,360,1015,51.6,10,0,0,0,,Partially cloudy,partly-cloudy-night,"63705099999,HUEN"
Kampala,2021-11-30T01:00:00,22,22,20,88.44,0,0,,,,,3.6,360,1015,27.4,10,0,0,0,,Partially cloudy,partly-cloudy-night,"63705099999,HUEN"
Kampala,2021-11-30T02:00:00,21,21,20,94.02,0,0,,,,,3.6,40,1015,89,9,0,0,0,,Partially cloudy,partly-cloudy-night,"63705099999,HUEN"
Kampala,2021-11-30T03:00:00,20.8,20.8,19.9,94.58,0,0,,,,,22.3,90,1015,89,8,0,0,0,,Partially cloudy,partly-cloudy-night,"63705099999,HUEN"
Kampala,2021-11-30T04:00:00,20.8,20.8,18.8,88.33,0,0,,,,,5,101.8,,97.5,,0,0,0,,Overcast,cloudy,remote
Kampala,2021-11-30T05:00:00,20,20,18,88.27,0,0,,,,,14.8,360,1015,27.4,10,0,0,0,,Partially cloudy,partly-cloudy-night,"63705099999,HUEN"
Kampala,2021-11-30T06:00:00,19.8,19.8,18,89.88,0,0,,,,,3.6,360,1015,89,10,0.3,0,0,,Partially cloudy,partly-cloudy-night,"63705099999,HUEN"
Kampala,2021-11-30T07:00:00,20,20,18,88.27,0,0,,,,,0,0,1016,27.4,10,26.6,0.1,0,,Partially cloudy,partly-cloudy-day,"63705099999,HUEN"
Kampala,2021-11-30T08:00:00,20,20,19,93.97,0,0,,,,,5.4,360,1016,27.4,10,79.8,0.3,1,,Partially cloudy,partly-cloudy-day,"63705099999,HUEN"
Kampala,2021-11-30T09:00:00,21.1,21.1,19.5,91.08,18,100,rain,,,,0.2,340,1017,88.9,5.2,146.4,0.5,1,,"Rain, Partially cloudy",rain,"63682099999,63705099999,HUEN,63680099999"
Kampala,2021-11-30T10:00:00,22,22,19,83.11,0,0,,,,,7.6,360,1018,27.4,10,226.5,0.8,2,,Partially cloudy,partly-cloudy-day,"63705099999,HUEN"
Kampala,2021-11-30T11:00:00,23,23,19,78.21,0,0,,,,,11.2,360,1018,27.4,9,301,1.1,3,,Partially cloudy,partly-cloudy-day,"63705099999,HUEN"
Kampala,2021-11-30T12:00:00,24.5,24.5,17.9,66.63,0,0,,,,,0,336,1017,88.7,7.2,347,1.2,3,,Partially cloudy,partly-cloudy-day,"63682099999,63705099999,HUEN,63680099999"
Kampala,2021-11-30T13:00:00,25,25,19,69.36,0,0,,,,,14.8,140,1016,50,10,359.8,1.3,4,,Partially cloudy,partly-cloudy-day,"63705099999,HUEN"
Kampala,2021-11-30T14:00:00,24,24,19,73.63,0,0,,,,,27.7,190,1015,27.4,10,322,1.2,3,,Partially cloudy,partly-cloudy-day,"63705099999,HUEN"
Kampala,2021-11-30T15:00:00,26.3,26.3,18.4,61.83,0,0,,,,,8.3,180,1014,49.7,10.2,275.8,1,3,,Partially cloudy,partly-cloudy-day,"63682099999,63705099999,HUEN,63680099999"
Kampala,2021-11-30T16:00:00,24,24,19,73.63,0,0,,,,,22.3,190,1014,27.4,10,205.8,0.7,2,,Partially cloudy,partly-cloudy-day,"63705099999,HUEN"
Kampala,2021-11-30T17:00:00,23.5,23.5,17.8,70.38,0,0,,,,,1.8,114.8,,87.8,,113.5,0.4,1,,Partially cloudy,partly-cloudy-day,remote
Kampala,2021-11-30T18:00:00,24,24,19,73.63,0,0,,,,,3.6,250,1014,27.4,10,26.5,0.1,0,,Partially cloudy,partly-cloudy-day,"63705099999,HUEN"
Kampala,2021-11-30T19:00:00,23.1,23.1,17.2,69.42,0,0,,,,,2.5,250.1,,61.5,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
Kampala,2021-11-30T20:00:00,23,23,18,73.46,0,0,,,,,0,0,1015,27.4,10,0,0,0,,Partially cloudy,partly-cloudy-night,"63705099999,HUEN"
Kampala,2021-11-30T21:00:00,22,22,18.1,78.78,0,0,,,,,0,0,1016,37.1,10,0,0,0,,Partially cloudy,partly-cloudy-night,"63705099999,HUEN"
Kampala,2021-11-30T22:00:00,22.3,22.3,17.1,72.41,0,0,,,,,6.8,210,,32.5,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
Kampala,2021-11-30T23:00:00,22,22,20,88.44,0,0,,,,,3.6,270,1016,27.4,10,0,0,0,,Partially cloudy,partly-cloudy-night,"63705099999,HUEN"
Kampala,2021-12-01T00:00:00,21.8,21.8,19.1,85.11,0,0,,,,,0,0,1015,27.4,10,0,0,0,,Partially cloudy,partly-cloudy-night,"63705099999,HUEN"
Kampala,2021-12-01T01:00:00,22.6,22.6,17,70.65,0,0,,,,,1.1,156.4,,77,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
Kampala,2021-12-01T02:00:00,22.3,22.3,17.1,72.41,0,0,,,,,3.6,42.7,,68.2,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
Kampala,2021-12-01T03:00:00,20.8,20.8,18,83.98,0,0,,,,,1.9,340,1014,27.4,10,0,0,0,,Partially cloudy,partly-cloudy-night,"63705099999,HUEN"
Kampala,2021-12-01T04:00:00,21.7,21.7,17.4,76.55,0,0,,,,,7.6,42.3,,31.9,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
Kampala,2021-12-01T05:00:00,20,20,18,88.27,0,0,,,,,0,0,1014,27.4,10,0,0,0,,Partially cloudy,partly-cloudy-night,"63705099999,HUEN"
Kampala,2021-12-01T06:00:00,20.9,20.9,17.8,82.48,0,0,,,,,0,0,1015,89,10,0.9,0,0,,Partially cloudy,partly-cloudy-night,"63705099999,HUEN"
Kampala,2021-12-01T07:00:00,21.7,21.7,18.4,81.52,0,0,,,,,7.2,43.3,,63.8,,72,0.3,1,,Partially cloudy,partly-cloudy-day,remote
Kampala,2021-12-01T08:00:00,22.3,22.3,18.9,81.09,0,0,,,,,7.2,51.9,,62.8,,200.7,0.7,2,,Partially cloudy,partly-cloudy-day,remote
Kampala,2021-12-01T09:00:00,21.6,21.6,18.2,81.02,0.2,100,rain,,,,0.7,280,1017,88.5,5.2,326.5,1.2,3,,"Rain, Partially cloudy",rain,"63682099999,63705099999,HUEN,63680099999"
Kampala,2021-12-01T10:00:00,23,23,19,78.21,0,0,,,,,14.8,270,1017,27.4,10,401.9,1.4,4,,Partially cloudy,partly-cloudy-day,"63705099999,HUEN"
Kampala,2021-12-01T11:00:00,25,25,20,73.8,0,0,,,,,14.8,270,1017,27.4,10,467.1,1.7,5,,Partially cloudy,partly-cloudy-day,"63705099999,HUEN"
Kampala,2021-12-01T12:00:00,25.3,25.3,19.1,68.32,0,0,,,,,11,232,1016,54.5,11,460.6,1.7,5,,Partially cloudy,partly-cloudy-day,"63682099999,63705099999,HUEN"
Kampala,2021-12-01T13:00:00,26,26,18,61.39,0,0,,,,,22.3,210,1016,27.4,10,465.1,1.7,5,,Partially cloudy,partly-cloudy-day,"63705099999,HUEN"
Kampala,2021-12-01T14:00:00,25,25,19,69.36,0,0,,,,,27.7,210,1015,27.4,10,436.8,1.6,4,,Partially cloudy,partly-cloudy-day,"63705099999,HUEN"
Kampala,2021-12-01T15:00:00,23.7,23.7,17.4,67.69,0,0,,,,,4.5,82,1014,88.5,9.1,375.4,1.4,4,,Partially cloudy,partly-cloudy-day,"63682099999,63705099999,HUEN,63680099999"
Kampala,2021-12-01T16:00:00,25,25,20,73.8,0,0,,,,,22.3,180,1013,27.4,10,260.8,0.9,3,,Partially cloudy,partly-cloudy-day,"63705099999,HUEN"
Kampala,2021-12-01T17:00:00,26,26,20,69.55,0,0,,,,,18.4,220,1012,27.4,10,136.9,0.5,1,,Partially cloudy,partly-cloudy-day,"63705099999,HUEN"
Kampala,2021-12-01T18:00:00,24.8,24.8,19.6,72.71,0,0,,,,,14.2,234,1013,59.9,15.4,27.9,0.1,0,,Partially cloudy,partly-cloudy-day,"63682099999,63705099999,HUEN"
Kampala,2021-12-01T19:00:00,24,24,20,78.35,0,0,,,,,9.4,200,1013,27.4,10,0,0,0,,Partially cloudy,partly-cloudy-night,"63705099999,HUEN"
Kampala,2021-12-01T20:00:00,23,23,19,78.21,0,0,,,,,13,230,1014,27.4,10,0,0,0,,Partially cloudy,partly-cloudy-night,"63705099999,HUEN"
Kampala,2021-12-01T21:00:00,23,23,19.8,81.75,0,0,,,,,9.4,200,1015,61.3,10,0,0,0,,Partially cloudy,partly-cloudy-night,"63705099999,HUEN"
Kampala,2021-12-01T22:00:00,23,23,20,83.22,0,0,,,,,7.6,230,1015,27.4,10,0,0,0,,Partially cloudy,partly-cloudy-night,"63705099999,HUEN"
Kampala,2021-12-01T23:00:00,23,23,20,83.22,0,0,,,,,9.4,230,1016,27.4,10,0,0,0,,Partially cloudy,partly-cloudy-night,"63705099999,HUEN"
